,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,visionScore,timeCCingOthers,turretKills,inhibitorKills,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,champion,spell1,spell2,gameDuration,tier,division,kda,totalDamageDealt_per_min,magicDamageDealt_per_min,physicalDamageDealt_per_min,trueDamageDealt_per_min,totalDamageDealtToChampions_per_min,magicDamageDealtToChampions_per_min,physicalDamageDealtToChampions_per_min,totalHeal_per_min,totalUnitsHealed_per_min,damageSelfMitigated_per_min,damageDealtToObjectives_per_min,damageDealtToTurrets_per_min,totalDamageTaken_per_min,magicalDamageTaken_per_min,physicalDamageTaken_per_min,goldEarned_per_min,goldSpent_per_min,totalMinionsKilled_per_min,neutralMinionsKilled_per_min,neutralMinionsKilledTeamJungle_per_min,neutralMinionsKilledEnemyJungle_per_min,lane
INSANEJINXBESTNA,False,1,2,1,0,1,0,0,0,0,11,12,0,0,51,8,2,5,3,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,202,7,4,915,DIAMOND,IV,1.0,2505.44,177.25,2328.2,0.0,363.67,44.79,318.89,103.21,0.13,181.97,70.82,0.0,472.2,103.02,361.97,304.66,278.69,5.77,0.26,0.07,0.0,MISSING
IllKyustino69,True,3,0,1,3,1,0,0,0,0,7,4,1,0,19,11,1,3,1,False,False,False,False,False,False,8200,8300.0,5005,5008,5003,112,12,4,915,DIAMOND,IV,4.0,4185.38,3578.95,606.36,0.0,415.93,395.21,20.66,0.0,0.0,235.21,204.92,204.92,314.16,220.46,78.89,447.93,447.54,8.66,0.0,0.0,0.0,MISSING
mattlo2,True,0,0,3,0,0,0,0,0,0,13,7,0,0,156,9,3,6,2,False,False,False,False,False,False,8400,8000.0,5005,5008,5002,113,11,4,915,DIAMOND,IV,3.0,5032.92,1800.66,2697.18,535.08,109.25,48.26,51.74,405.05,0.2,538.36,789.25,50.03,768.52,140.07,624.72,363.08,231.15,0.52,5.7,3.74,0.59,MISSING
10 D,True,3,1,5,2,1,0,0,0,0,16,2,0,0,23,9,2,7,3,True,False,False,True,False,False,8100,8000.0,5008,5008,5002,21,4,7,915,DIAMOND,IV,8.0,3440.52,20.39,3277.11,142.89,550.95,17.11,525.9,175.61,0.2,190.75,209.25,209.25,427.21,107.87,304.33,453.25,418.03,8.13,0.26,0.0,0.0,MISSING
Stunnomer,True,2,1,7,2,1,0,0,0,0,17,7,1,0,50,9,1,10,2,False,False,False,False,False,False,8200,8000.0,5008,5008,5001,147,4,14,915,DIAMOND,IV,9.0,1225.57,1033.25,182.3,9.97,377.11,288.0,79.08,22.82,0.13,96.72,125.38,121.44,250.75,62.16,186.69,346.49,290.16,0.66,0.0,0.0,0.0,MISSING
1banana2apples,True,7,1,3,5,1,0,0,0,0,20,11,1,0,71,11,2,7,5,False,False,False,False,False,False,8100,8300.0,5008,5008,5003,246,4,14,915,DIAMOND,IV,10.0,3538.62,180.59,3338.75,19.28,496.33,32.0,445.05,197.25,0.07,206.69,224.72,22.95,467.15,111.54,347.61,454.1,334.43,7.34,0.0,0.0,0.0,MISSING
BushObserver,True,3,3,10,2,2,1,0,0,0,20,19,0,0,186,14,2,11,5,False,False,False,False,False,False,8200,8300.0,5008,5008,5003,147,4,12,1567,DIAMOND,IV,4.33,4245.91,3573.62,580.97,91.32,460.51,410.39,50.12,68.81,0.08,194.55,297.59,61.61,349.74,189.76,140.91,368.84,312.06,6.2,0.38,0.15,0.08,MIDDLE
Xia Pian aatroxZ,True,10,2,4,5,1,0,0,0,0,25,20,2,0,241,16,3,11,2,True,False,True,False,False,False,8000,8100.0,5008,5008,5002,266,12,4,1567,DIAMOND,IV,7.0,4568.16,0.0,4346.92,221.24,725.28,0.0,720.69,601.95,0.04,788.12,118.85,118.85,1122.69,305.25,754.54,476.71,439.37,6.78,0.31,0.0,0.15,TOP
yomama0117,True,6,0,7,6,2,1,0,0,0,27,12,2,0,407,15,2,2,9,False,False,False,False,False,False,8200,8000.0,5005,5008,5003,104,4,11,1567,DIAMOND,IV,13.0,6749.9,299.08,5744.11,706.68,477.43,14.89,428.46,494.4,0.04,636.99,2020.36,121.76,823.57,174.1,633.66,434.47,378.11,2.37,5.32,3.02,0.04,JUNGLE
Débt,True,3,4,10,3,2,1,0,0,0,13,15,0,0,105,14,0,6,1,False,False,False,False,False,False,8100,8000.0,5008,5008,5002,202,4,7,1567,DIAMOND,IV,3.25,4749.04,263.47,4425.14,60.38,417.7,21.29,396.41,343.04,0.11,265.85,368.16,77.0,637.1,259.07,335.99,375.2,293.68,6.89,0.46,0.27,0.0,ADC
Jazzy,True,5,4,10,3,1,0,0,0,0,65,24,1,0,98,12,4,30,9,False,False,False,False,False,False,8200,8100.0,5008,5008,5002,40,14,4,1567,DIAMOND,IV,3.75,851.41,570.1,155.34,125.93,312.75,268.41,38.4,231.65,0.38,230.24,274.92,44.53,380.6,133.36,241.65,316.5,306.32,0.65,0.0,0.0,0.0,SUPPORT
GooRoom,False,4,3,3,2,1,0,0,0,0,15,0,0,0,0,13,1,9,3,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,145,7,4,1567,DIAMOND,IV,2.33,4138.09,339.67,3640.93,157.49,496.85,116.29,363.18,98.1,0.11,229.59,99.13,21.94,506.57,196.85,306.32,370.26,360.88,7.28,0.31,0.31,0.0,ADC
GoatMilkYumYum,False,2,8,5,0,1,0,0,0,0,60,24,0,0,77,10,7,35,8,False,False,False,False,False,False,8400,8100.0,5008,5003,5002,555,14,4,1567,DIAMOND,IV,0.88,802.55,8.08,503.05,291.38,270.56,8.08,243.64,116.21,0.04,429.96,30.52,18.88,645.37,210.06,412.3,283.46,261.33,1.38,0.0,0.0,0.0,SUPPORT
NoxiousDragoon,False,3,3,3,3,1,0,0,0,0,20,26,0,0,163,13,2,9,5,False,False,False,False,False,False,8100,8200.0,5008,5008,5002,127,4,12,1567,DIAMOND,IV,2.0,3665.48,3300.88,364.59,0.0,449.18,412.3,36.83,52.57,0.04,189.19,32.39,0.0,403.57,150.98,249.92,326.65,327.38,6.74,0.0,0.0,0.0,MIDDLE
Flutterswag99,False,4,4,1,0,1,0,0,0,0,23,16,1,0,399,14,2,11,2,False,False,False,False,False,False,8100,8300.0,5005,5008,5002,876,4,11,1567,DIAMOND,IV,1.25,6962.03,4829.75,727.31,1404.93,598.32,466.6,22.55,383.59,0.04,587.75,256.39,51.31,941.97,167.02,767.21,394.46,371.41,1.88,5.86,4.82,0.15,JUNGLE
Why am l Bad,False,0,9,2,0,0,0,0,0,0,15,18,0,0,105,12,2,10,1,False,False,False,False,False,False,8000,8200.0,5008,5008,5002,92,4,12,1567,DIAMOND,IV,0.22,3376.66,0.0,3376.66,0.0,356.32,0.0,356.32,113.18,0.04,578.94,119.81,85.92,756.38,101.39,647.13,260.1,244.1,5.44,0.0,0.0,0.0,TOP
Void Battery,True,8,4,11,5,3,1,1,0,0,31,11,2,0,260,16,2,4,10,False,False,True,False,False,False,8000,8300.0,5005,5008,5002,107,4,11,1750,PLATINUM,I,4.75,6691.23,283.51,5930.64,477.09,727.68,21.53,684.0,550.35,0.03,677.55,1436.09,67.85,1112.95,350.47,721.65,426.93,384.0,0.96,4.8,2.4,1.37,JUNGLE
kolung,True,7,5,8,6,1,0,0,0,0,66,19,4,1,188,15,3,14,16,False,False,False,False,True,False,8000,8300.0,5008,5003,5003,6,12,4,1750,PLATINUM,I,3.0,4204.66,0.0,3557.45,647.21,534.14,0.0,505.78,151.61,0.03,842.88,398.4,168.96,805.41,319.17,457.85,391.61,348.86,5.66,0.41,0.0,0.14,MIDDLE
ratemio,True,3,3,25,0,1,0,0,0,0,96,20,0,0,178,14,12,51,14,False,False,False,False,False,True,8400,8100.0,5005,5008,5002,432,4,14,1750,PLATINUM,I,9.33,1270.63,653.49,368.95,248.16,283.13,206.43,59.76,327.53,0.17,339.5,256.29,79.27,534.58,254.78,271.03,325.13,279.43,1.27,0.0,0.0,0.0,SUPPORT
xARCxSilverWolf,True,9,3,13,4,2,2,0,0,0,18,36,1,1,143,15,2,6,1,True,False,False,False,False,False,8300,8000.0,5008,5008,5002,235,4,7,1750,PLATINUM,I,7.33,3432.03,29.28,3339.67,63.05,578.33,13.44,562.77,380.16,0.17,261.6,511.51,180.99,483.15,178.11,288.82,435.67,389.14,5.38,0.69,0.31,0.0,ADC
Kevpoo,True,11,3,12,8,2,2,0,0,0,19,38,0,0,379,15,0,8,4,False,False,False,False,False,True,8200,8300.0,5008,5008,5001,99,21,4,1750,PLATINUM,I,7.67,4322.26,3840.34,455.31,26.57,908.19,865.27,42.89,74.95,0.03,337.89,204.89,116.88,427.3,210.75,199.37,429.22,385.71,6.0,0.41,0.27,0.14,MIDDLE
girlgonewild00,False,3,8,5,2,1,0,0,0,0,18,30,0,0,97,13,3,12,3,False,False,False,False,False,False,8100,8200.0,5008,5008,5003,142,4,14,1750,PLATINUM,I,1.0,4216.11,3454.15,351.05,410.88,666.58,558.0,22.63,106.01,0.07,329.83,128.74,0.0,737.52,399.22,320.13,328.66,314.91,6.27,0.0,0.0,0.0,MIDDLE
Technolegic,False,0,9,5,0,0,0,0,0,0,62,21,0,0,221,11,8,50,14,False,False,False,False,False,False,8400,8200.0,5008,5008,5002,117,4,3,1750,PLATINUM,I,0.56,653.73,282.41,156.31,214.97,81.74,61.82,19.75,53.86,0.17,399.22,62.64,0.0,560.71,150.07,389.11,204.69,197.14,1.58,0.0,0.0,0.0,SUPPORT
Arateer,False,2,8,6,2,2,1,0,0,0,23,18,0,0,104,13,1,10,7,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,523,4,7,1750,PLATINUM,I,1.0,3551.83,129.15,2918.67,503.97,438.48,29.07,408.24,141.87,0.14,251.59,57.02,15.53,713.86,233.25,466.11,305.93,304.29,6.07,0.21,0.21,0.0,ADC
Corinna Kopf,False,4,6,4,2,1,0,0,0,0,32,9,0,0,246,13,3,12,4,False,False,False,False,False,False,8100,8300.0,5008,5008,5002,121,4,11,1750,PLATINUM,I,1.33,4595.59,216.75,4220.19,158.61,486.86,27.19,446.43,326.57,0.03,427.89,122.81,0.0,894.07,282.72,603.91,337.37,329.14,1.27,3.98,2.81,0.27,JUNGLE
Xoliz,False,9,7,1,3,1,0,0,0,0,24,6,0,0,75,15,3,12,5,False,False,False,False,False,False,8000,8400.0,5008,5002,5002,84,4,12,1750,PLATINUM,I,1.43,3108.14,2200.73,801.67,105.74,689.52,571.47,109.65,163.27,0.03,630.55,3.6,3.6,781.06,129.36,643.75,368.85,366.0,5.52,0.14,0.0,0.0,TOP
CQ Red,False,11,9,8,3,2,2,0,0,0,36,6,2,0,60,15,5,13,4,True,False,False,False,False,False,8000,8300.0,5005,5008,5003,236,7,4,2352,PLATINUM,I,2.11,5186.86,271.61,4690.51,224.74,741.99,76.84,622.86,183.93,0.1,520.99,220.79,81.1,1033.78,393.55,601.53,408.65,360.33,5.36,0.38,0.33,0.0,ADC
caffeine abuser,False,6,4,8,3,2,1,0,0,0,24,35,1,0,523,17,3,11,3,False,False,False,True,False,False,8200,8100.0,5005,5008,5003,112,4,21,2352,PLATINUM,I,3.5,6399.08,5808.24,398.8,192.07,990.46,891.79,11.94,142.4,0.03,616.89,116.28,79.31,640.05,352.35,266.07,413.93,390.69,6.45,0.51,0.51,0.0,MIDDLE
Motions,False,2,10,13,2,1,0,0,0,0,71,76,0,0,211,14,6,33,9,False,False,False,False,False,False,8400,8300.0,5007,5002,5001,89,4,14,2352,PLATINUM,I,1.5,1131.15,571.38,358.29,201.43,284.21,136.2,90.51,162.09,0.13,1244.64,25.48,21.1,856.79,412.17,392.96,237.58,246.17,1.15,0.0,0.0,0.0,SUPPORT
Muff1nKat,False,4,6,9,2,2,1,0,0,0,20,26,0,0,364,17,1,12,0,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,266,4,12,2352,PLATINUM,I,2.17,5297.37,57.68,4421.25,818.42,643.95,17.86,598.8,715.48,0.03,1570.59,175.79,69.36,1363.11,450.79,636.63,333.78,311.86,5.77,0.2,0.15,0.0,TOP
ironwall123,False,5,10,13,2,1,0,0,0,0,32,34,1,0,577,16,1,2,8,False,False,True,False,False,False,8000,8300.0,5005,5008,5001,104,11,4,2352,PLATINUM,I,1.8,5965.0,270.48,5392.24,302.24,735.69,47.17,605.36,404.13,0.03,959.54,484.01,11.17,1144.46,545.79,550.94,364.31,340.56,1.12,4.31,3.21,0.23,JUNGLE
LightningFlashes,True,4,5,20,2,2,1,0,0,0,98,56,0,0,378,14,4,39,11,False,False,False,False,False,False,8200,8100.0,5008,5008,5002,35,3,14,2352,PLATINUM,I,4.8,1018.57,868.16,69.16,81.2,691.51,566.45,43.8,69.49,0.03,373.14,0.54,0.54,520.31,188.39,323.01,272.17,241.07,0.77,0.1,0.1,0.0,SUPPORT
Maw,True,8,7,18,7,2,1,0,0,0,41,71,1,0,858,18,0,13,6,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,22,7,4,2352,PLATINUM,I,3.71,6602.73,96.73,6174.39,331.58,1031.17,86.53,880.48,88.52,0.1,429.52,661.2,177.27,667.37,210.31,440.2,417.35,424.74,5.46,0.92,0.41,0.13,ADC
VeXiN,True,8,5,9,4,2,1,0,0,0,30,24,3,0,611,17,6,4,6,False,False,False,False,False,True,8000,8200.0,5005,5008,5002,106,4,11,2352,PLATINUM,I,3.4,5150.64,2763.09,2163.98,223.55,400.18,158.11,175.54,315.87,0.03,1935.82,379.18,56.1,1072.6,356.48,692.98,378.62,326.53,0.48,5.0,3.85,0.2,JUNGLE
UR A HAXOR,True,9,5,10,4,2,1,0,0,0,31,10,6,2,331,18,1,13,2,False,False,False,False,True,False,8000,8400.0,5008,5008,5002,83,12,4,2352,PLATINUM,I,3.8,8423.7,1792.88,6121.51,509.29,916.61,259.01,604.74,530.13,0.03,1765.13,905.36,321.91,1139.95,293.7,594.92,494.49,459.39,8.09,0.51,0.08,0.13,TOP
Dynamo459,True,10,6,15,4,2,1,0,0,0,35,25,0,0,229,18,7,17,3,False,False,False,False,False,True,8100,8200.0,5008,5008,5003,68,14,4,2352,PLATINUM,I,4.17,4191.63,3716.22,303.55,171.86,1158.19,1009.21,20.36,172.19,0.03,825.36,357.12,35.79,802.98,229.46,551.25,384.16,345.03,4.72,0.43,0.03,0.23,MIDDLE
Upper Moon 0,True,3,1,0,3,1,0,0,0,0,6,6,0,0,21,11,1,5,0,False,False,False,False,False,False,8000,8400.0,5008,5008,5002,19,4,21,927,PLATINUM,I,3.0,2963.62,832.43,1310.03,821.1,463.69,300.45,163.24,436.89,0.06,536.83,146.93,27.31,673.98,117.02,543.11,353.27,331.72,6.8,0.0,0.0,0.0,MISSING
KingApdo,True,1,1,0,0,1,0,0,0,0,10,11,0,0,86,11,1,6,0,False,False,False,False,False,False,8100,8200.0,5008,5008,5003,101,4,21,927,PLATINUM,I,1.0,4661.62,3589.13,520.45,551.91,253.66,245.37,0.0,0.0,0.0,75.4,88.03,88.03,178.45,65.89,95.86,359.48,338.19,7.9,0.0,0.0,0.0,MISSING
Jermaine Cole,True,4,0,5,4,1,0,0,0,0,15,13,0,0,237,10,2,4,2,False,False,False,False,False,False,8100,8200.0,5005,5008,5002,421,11,4,927,PLATINUM,I,9.0,4618.64,237.86,3814.43,566.28,309.64,0.0,218.51,407.38,0.06,351.84,744.08,0.0,694.69,52.56,642.14,362.01,254.05,0.39,5.05,2.65,0.26,MISSING
Twitch Mid,True,5,0,4,5,1,0,0,0,0,5,9,1,0,239,8,1,4,1,False,False,True,False,False,False,8000,8300.0,5005,5008,5002,29,4,7,927,PLATINUM,I,9.0,2139.29,19.29,1934.11,185.83,431.07,19.29,365.7,38.25,0.19,133.01,209.13,138.12,296.12,8.35,287.7,409.58,357.61,5.83,0.26,0.0,0.0,MISSING
Azzinothlol,True,1,1,7,0,1,0,0,0,0,22,7,0,0,44,8,5,14,1,True,False,False,True,False,False,8400,8200.0,5007,5002,5001,497,4,14,927,PLATINUM,I,8.0,891.13,338.58,302.14,250.36,144.27,92.17,33.33,54.76,0.19,349.06,60.45,27.12,275.66,19.09,256.5,275.21,257.28,1.17,0.0,0.0,0.0,MISSING
Tumblebug,False,0,5,1,0,0,0,0,0,0,15,12,0,0,17,7,1,7,2,False,False,False,False,False,False,8400,8000.0,5005,5008,5002,235,4,3,927,PLATINUM,I,0.2,572.56,8.35,564.14,0.0,229.45,8.35,221.04,86.34,0.26,164.66,2.14,2.14,425.11,28.61,315.28,219.16,199.03,0.97,0.0,0.0,0.0,MISSING
Violence Li,False,1,2,0,0,1,0,0,0,0,9,10,1,0,242,10,0,1,2,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,48,11,4,927,PLATINUM,I,0.5,5360.45,170.23,4702.85,487.31,224.47,30.1,163.82,507.06,0.06,482.91,682.27,139.09,818.19,186.54,601.49,388.09,250.81,1.75,5.37,3.69,0.78,MISSING
See You Later,False,0,3,0,0,0,0,0,0,0,5,11,0,0,39,9,0,4,0,False,False,False,False,False,False,8000,8300.0,5005,5008,5003,24,12,4,927,PLATINUM,I,0.0,2144.6,525.37,1457.67,161.49,246.28,96.96,149.32,55.73,0.06,248.54,72.23,0.0,518.45,245.95,272.49,241.68,200.65,4.53,0.26,0.06,0.0,MISSING
xTheViper,False,1,3,0,0,1,0,0,0,0,6,0,0,0,0,6,0,4,2,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,145,7,4,927,PLATINUM,I,0.33,905.31,132.88,666.28,106.15,182.91,42.78,140.06,34.05,0.13,140.13,0.0,0.0,361.49,63.82,257.48,229.13,147.25,3.3,0.0,0.0,0.0,MISSING
Pentaflashz,False,1,1,0,0,1,0,0,0,0,11,4,0,0,360,11,3,7,0,False,False,False,False,False,False,8200,8300.0,5008,5008,5003,99,4,21,927,PLATINUM,I,1.0,3517.86,2890.23,618.32,9.32,66.41,66.41,0.0,0.0,0.0,156.31,24.21,24.21,266.54,206.86,46.99,342.98,334.95,8.35,0.0,0.0,0.0,MISSING
YouFillYouLose,True,14,1,8,8,2,1,0,0,0,18,9,2,0,263,14,1,2,5,False,False,True,False,False,False,8000,8300.0,5005,5008,5002,107,4,11,1248,PLATINUM,I,22.0,8426.3,199.18,7474.86,752.26,1044.23,31.73,987.98,477.64,0.05,402.4,2162.6,89.71,878.51,242.26,598.94,616.35,533.65,1.2,6.92,3.37,0.77,JUNGLE
Brofessors,True,5,3,9,3,2,1,0,0,0,8,42,1,0,513,11,0,4,0,False,False,False,False,False,False,8000,8300.0,5005,5008,5002,22,4,7,1248,PLATINUM,I,4.67,3699.76,67.88,3134.04,497.84,654.81,53.46,601.35,61.49,0.14,177.4,258.32,157.69,453.32,165.87,272.26,411.59,348.56,5.82,0.19,0.0,0.19,ADC
Your Rice Wife,True,2,2,2,2,1,0,0,0,0,6,18,2,0,578,13,0,6,0,False,False,False,False,False,False,8000,8200.0,5008,5008,5001,27,6,12,1248,PLATINUM,I,2.0,5175.62,4328.7,142.88,704.09,343.89,325.43,18.46,18.65,0.05,449.9,114.95,114.95,503.17,93.56,401.92,382.21,360.58,7.93,0.0,0.0,0.0,TOP
SF Riptide,True,12,4,2,8,3,1,1,0,0,7,12,0,0,170,13,2,3,0,False,False,False,True,False,False,8100,8000.0,5008,5008,5003,105,4,14,1248,PLATINUM,I,3.5,3601.97,2405.72,755.29,440.87,785.34,573.46,172.88,76.01,0.05,382.36,39.62,39.62,696.25,255.91,396.35,500.24,394.23,5.77,0.19,0.0,0.19,MIDDLE
W0ller,True,2,3,7,0,1,0,0,0,0,31,17,1,0,65,11,2,14,4,True,False,False,False,False,False,8200,8300.0,5008,5008,5002,875,14,4,1248,PLATINUM,I,3.0,1411.59,36.54,946.88,428.08,331.68,12.02,221.59,18.37,0.05,533.56,129.38,86.01,638.37,247.16,368.51,317.45,286.06,1.83,0.0,0.0,0.0,SUPPORT
Kang Han Chinese,False,5,9,3,3,1,0,0,0,0,9,21,0,0,365,11,0,1,2,False,False,False,False,False,False,8100,8000.0,5008,5008,5002,245,11,4,1248,PLATINUM,I,0.89,4520.67,3399.28,924.33,197.02,595.96,478.56,72.26,431.39,0.05,543.22,97.4,0.0,1152.02,310.82,826.59,395.77,362.26,1.44,3.65,3.22,0.0,JUNGLE
RNG EternalGod,False,1,8,2,0,1,0,0,0,0,9,0,0,0,1,11,0,6,1,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,145,7,4,1248,PLATINUM,I,0.38,3143.27,283.85,2688.99,170.38,300.1,106.15,193.94,87.26,0.1,234.81,55.67,41.35,650.77,99.42,520.43,294.47,284.86,6.39,0.19,0.19,0.0,ADC
best gamer alive,False,4,8,4,2,2,1,0,0,0,3,14,0,0,51,11,0,2,0,False,False,False,False,False,False,8000,8400.0,5005,5008,5003,777,14,4,1248,PLATINUM,I,1.0,2573.22,382.55,2014.81,175.77,482.26,101.44,319.66,61.49,0.05,564.42,25.96,0.0,824.13,265.96,511.92,323.37,269.23,4.18,0.34,0.34,0.0,MIDDLE
Deeds For Cheap,False,2,5,1,0,1,0,0,0,0,6,12,0,0,62,12,0,5,0,False,False,False,False,False,False,8000,8300.0,5005,5008,5003,24,12,4,1248,PLATINUM,I,0.6,3642.84,946.92,2623.32,72.6,465.29,137.74,327.55,98.03,0.05,553.32,5.58,5.58,714.42,320.48,377.21,329.66,274.04,7.12,0.0,0.0,0.0,TOP
Oland,False,1,5,8,0,1,0,0,0,0,41,21,0,0,51,9,7,21,3,False,False,False,False,False,False,8400,8300.0,5007,5002,5001,412,14,4,1248,PLATINUM,I,1.8,745.67,248.13,182.02,315.48,191.92,139.04,32.26,13.7,0.19,385.43,132.6,6.97,559.33,70.62,435.62,236.01,223.56,1.01,0.0,0.0,0.0,SUPPORT
Normeh,True,2,0,3,2,1,0,0,0,0,7,14,0,0,49,7,0,3,2,True,False,False,False,False,False,8100,8000.0,5005,5008,5002,53,7,4,809,PLATINUM,II,5.0,1338.32,412.58,792.09,133.57,286.28,111.4,162.87,63.34,0.15,218.71,117.4,117.4,429.49,237.4,151.97,376.84,307.79,4.97,0.0,0.0,0.0,MISSING
Teh Only Peanut,True,3,2,2,3,1,0,0,0,0,10,13,0,0,164,8,0,4,3,False,False,False,False,False,False,8400,8300.0,5005,5002,5001,106,14,4,809,PLATINUM,II,2.5,1266.97,658.22,376.09,232.58,260.32,136.02,107.17,0.0,0.0,200.32,176.81,176.81,434.46,211.08,169.54,335.15,270.7,2.15,0.0,0.0,0.0,MISSING
